Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
266.0,Aaron Holiday,25,PHO,PG,22.0,1.0,358.0,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,0.4,0.5,0.9,0.125,-1.0,0.3,-0.8,0.1,,holidaa01
267.0,Damian Jones,26,SAC,C,56.0,15.0,1017.0,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,2.4,0.9,3.3,0.156,-0.2,0.5,0.3,0.6,,jonesda03
268.0,Lamar Stevens,24,CLE,PF,63.0,13.0,1015.0,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,0.078,-3.2,0.3,-2.9,-0.2,,stevela01
269.0,Cam Reddish,22,2TM,SF,49.0,7.0,1012.0,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,0.2,0.8,1.0,0.046,-1.0,-0.3,-1.3,0.2,,reddica01
269.0,Cam Reddish,22,ATL,SF,34.0,7.0,797.0,12.8,0.537,0.446,0.233,2.8,8.7,5.8,6.9,2.2,1.2,10.4,23.2,0.1,0.5,0.6,0.034,-0.8,-0.7,-1.5,0.1,,reddica01
269.0,Cam Reddish,22,NYK,SF,15.0,0.0,215.0,12.9,0.575,0.477,0.492,2.5,8.2,5.3,7.1,2.8,1.8,14.1,18.8,0.1,0.3,0.4,0.092,-2.0,1.2,-0.8,0.1,,reddica01
270.0,Donte DiVincenzo,25,2TM,SG,42.0,1.0,1006.0,11.3,0.51,0.649,0.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,0.035,-1.8,-0.5,-2.3,-0.1,,divindo01
270.0,Donte DiVincenzo,25,MIL,SG,17.0,0.0,341.0,7.9,0.47,0.627,0.229,5.7,12.8,9.3,11.3,1.5,0.8,17.7,19.8,-0.4,0.3,-0.1,-0.009,-3.8,-1.6,-5.5,-0.3,,divindo01
270.0,Donte DiVincenzo,25,SAC,SG,25.0,1.0,665.0,13.0,0.532,0.661,0.257,3.6,14.5,9.0,18.6,2.7,0.7,15.4,18.5,0.2,0.6,0.8,0.058,-0.8,0.2,-0.6,0.2,,divindo01
271.0,Wesley Matthews,35,MIL,SG,49.0,14.0,1002.0,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3.0,-0.3,-3.3,-0.3,,matthwe02
272.0,Payton Pritchard,24,BOS,PG,71.0,2.0,1001.0,15.0,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1.0,,pritcpa01
273.0,Juan Toscano-Anderson,28,GSW,SF,73.0,6.0,994.0,11.0,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2.0,0.098,-3.3,2.4,-0.8,0.3,,toscaju01
274.0,Onyeka Okongwu,21,ATL,C,48.0,6.0,992.0,19.8,0.714,0.0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,3.1,1.1,4.2,0.202,0.0,0.8,0.8,0.7,,okongon01
275.0,Khem Birch,29,TOR,C,55.0,28.0,991.0,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,,birchkh01
276.0,Kessler Edwards,21,BRK,SF,48.0,23.0,987.0,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,,edwarke02
277.0,Dean Wade,25,CLE,PF,51.0,28.0,980.0,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,,wadede01
278.0,Daniel Theis,29,2TM,C,47.0,27.0,977.0,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,0.9,1.0,1.9,0.093,-1.9,-0.2,-2.1,0.0,,theisda01
278.0,Daniel Theis,29,HOU,C,26.0,21.0,584.0,10.7,0.554,0.441,0.223,6.0,18.5,12.2,5.1,0.9,2.6,13.6,16.5,0.1,0.3,0.3,0.028,-2.6,-0.9,-3.4,-0.2,,theisda01
278.0,Daniel Theis,29,BOS,C,21.0,6.0,393.0,17.0,0.658,0.25,0.286,7.6,19.1,13.5,8.0,1.1,3.3,10.6,15.8,0.9,0.7,1.6,0.19,-1.0,0.9,-0.1,0.2,,theisda01
279.0,Jaylen Nowell,22,MIN,SG,62.0,1.0,975.0,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,,nowelja01
280.0,Nic Claxton,22,BRK,C,47.0,19.0,974.0,18.6,0.672,0.0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,0.171,0.3,0.2,0.5,0.6,,claxtni01
281.0,Dwight Howard,36,LAL,C,60.0,27.0,971.0,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5.0,1.7,3.3,14.2,14.6,2.2,1.3,3.5,0.174,-0.2,0.0,-0.2,0.4,,howardw01
282.0,Ricky Rubio,31,CLE,PG,34.0,8.0,970.0,14.0,0.488,0.423,0.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,-0.1,1.4,1.3,0.064,-1.0,1.2,0.2,0.5,,rubiori01
283.0,Duane Washington Jr,21,IND,PG,48.0,7.0,968.0,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13.0,1.3,0.3,11.2,22.6,-0.2,0.2,0.0,-0.002,-1.9,-2.8,-4.7,-0.7,,washidu02
284.0,Joshua Primo,19,SAS,SF,50.0,16.0,965.0,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,-0.6,0.6,0.0,0.001,-3.8,-1.1,-5.0,-0.7,,primojo01
285.0,Moritz Wagner,24,ORL,C,63.0,3.0,960.0,18.1,0.623,0.508,0.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,1.8,1.0,2.8,0.138,1.5,0.1,1.6,0.9,,wagnemo01
286.0,Blake Griffin,32,BRK,C,56.0,24.0,958.0,13.7,0.518,0.463,0.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.5,0.3,,griffbl01
287.0,Keita Bates-Diop,26,SAS,SF,59.0,14.0,956.0,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1.0,1.6,0.08,-2.1,-0.5,-2.6,-0.1,,bateske01
288.0,Isaiah Roby,23,OKC,PF,45.0,28.0,948.0,18.3,0.607,0.307,0.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,1.8,1.1,2.9,0.147,0.4,0.2,0.6,0.6,,robyis01
289.0,Kemba Walker,31,NYK,PG,37.0,37.0,948.0,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1.0,0.9,1.8,0.093,0.7,-0.2,0.4,0.6,,walkeke02
290.0,Taj Gibson,36,NYK,C,52.0,4.0,946.0,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,0.135,-3.0,1.0,-2.0,0.0,,gibsota01
291.0,Rui Hachimura,23,WAS,PF,42.0,13.0,943.0,14.9,0.579,0.323,0.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.4,0.1,,hachiru01
292.0,Klay Thompson,31,GSW,SG,32.0,32.0,941.0,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,,thompkl01
293.0,Jeremy Lamb,29,2TM,SF,56.0,0.0,935.0,13.3,0.521,0.49,0.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,0.6,0.6,1.2,0.063,-0.4,-0.5,-0.8,0.3,,lambje01
293.0,Jeremy Lamb,29,IND,SF,39.0,0.0,613.0,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2.0,8.4,20.0,0.5,0.4,0.9,0.07,-0.2,-0.2,-0.5,0.2,,lambje01
293.0,Jeremy Lamb,29,SAC,SG,17.0,0.0,322.0,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,0.1,0.2,0.3,0.051,-0.6,-0.9,-1.5,0.0,,lambje01
294.0,Jalen Smith,21,2TM,PF,51.0,8.0,925.0,18.4,0.595,0.349,0.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,0.145,0.9,-1.4,-0.5,0.3,,smithja04
294.0,Jalen Smith,21,PHO,PF,29.0,4.0,382.0,15.9,0.547,0.285,0.38,15.9,23.0,19.5,2.1,0.8,4.2,12.1,20.5,0.4,0.7,1.1,0.137,-1.9,-0.5,-2.3,0.0,,smithja04
294.0,Jalen Smith,21,IND,PF,22.0,4.0,543.0,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,1.3,0.4,1.7,0.15,2.9,-2.1,0.8,0.4,,smithja04
295.0,Theo Maledon,20,OKC,PG,51.0,7.0,908.0,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,,maledth01
296.0,Tomas Satoransky,30,3TM,SG,55.0,13.0,906.0,10.2,0.461,0.277,0.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,0.5,0.6,1.0,0.055,-3.3,-0.3,-3.7,-0.4,,satorto01
296.0,Tomas Satoransky,30,NOP,SG,32.0,3.0,481.0,6.5,0.373,0.29,0.234,4.1,10.8,7.4,20.6,1.4,0.2,16.3,12.6,-0.3,0.3,0.0,-0.003,-5.1,-0.5,-5.6,-0.4,,satorto01
296.0,Tomas Satoransky,30,SAS,SF,1.0,0.0,9.0,12.8,0.852,,,0.0,11.7,5.8,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.2,0.8,-2.1,-1.3,0.0,,satorto01
296.0,Tomas Satoransky,30,WAS,PG,22.0,10.0,416.0,14.4,0.563,0.262,0.298,2.4,13.6,8.1,35.0,1.8,0.8,19.5,12.6,0.7,0.3,1.0,0.12,-1.4,0.0,-1.5,0.1,,satorto01
297.0,Jevon Carter,26,2TM,PG,66.0,3.0,905.0,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,0.5,0.7,1.2,0.062,-1.8,-0.4,-2.2,-0.1,,carteje01
297.0,Jevon Carter,26,BRK,PG,46.0,1.0,552.0,6.5,0.462,0.73,0.057,1.8,11.2,6.6,10.9,1.2,1.6,12.7,15.9,-0.4,0.4,-0.1,-0.005,-3.6,-0.9,-4.4,-0.3,,carteje01
297.0,Jevon Carter,26,MIL,PG,20.0,2.0,353.0,14.4,0.679,0.544,0.101,1.5,11.2,6.5,18.8,1.4,1.1,8.8,10.9,0.9,0.3,1.2,0.167,0.9,0.3,1.2,0.3,,carteje01
298.0,Jordan McLaughlin,25,MIN,PG,62.0,3.0,902.0,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,0.123,-1.2,1.6,0.4,0.6,,mclaujo01
299.0,Derrick Jones Jr,24,CHI,PF,51.0,8.0,899.0,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,0.119,-1.5,0.5,-0.9,0.2,,jonesde02
300.0,Tristan Thompson,30,3TM,C,57.0,6.0,897.0,14.9,0.541,0.011,0.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,0.9,0.8,1.6,0.087,-1.6,-1.5,-3.1,-0.3,,thomptr01
300.0,Tristan Thompson,30,SAC,C,30.0,3.0,455.0,15.1,0.521,0.007,0.397,17.1,21.5,19.3,5.9,1.2,2.3,14.1,19.5,0.3,0.4,0.6,0.065,-2.0,-1.7,-3.7,-0.2,,thomptr01
300.0,Tristan Thompson,30,IND,C,4.0,0.0,66.0,12.5,0.527,0.0,0.333,11.6,18.9,15.2,4.6,0.0,2.6,12.7,20.4,0.0,0.0,0.0,0.013,-3.2,-3.5,-6.8,-0.1,,thomptr01
300.0,Tristan Thompson,30,CHI,C,23.0,3.0,376.0,15.0,0.575,0.022,0.522,12.3,20.3,16.3,5.1,1.6,1.6,9.6,14.7,0.6,0.4,1.0,0.126,-0.9,-0.8,-1.7,0.0,,thomptr01
301.0,Jalen McDaniels,24,CHO,SF,55.0,2.0,895.0,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,0.093,-1.9,-0.4,-2.3,-0.1,,mcdanja01
302.0,Dillon Brooks,26,MEM,SF,32.0,31.0,885.0,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,0.087,-1.0,-0.8,-1.8,0.0,,brookdi01
303.0,DJ Augustin,34,2TM,PG,55.0,2.0,883.0,9.7,0.61,0.739,0.194,1.4,7.0,4.2,16.8,0.9,0.1,18.9,14.3,0.7,0.1,0.8,0.043,-1.2,-2.4,-3.6,-0.4,,augusdj01
303.0,DJ Augustin,34,HOU,PG,34.0,2.0,510.0,9.7,0.596,0.706,0.279,1.5,7.4,4.4,20.5,0.9,0.0,22.8,16.4,0.2,0.0,0.2,0.017,-1.4,-2.9,-4.3,-0.3,,augusdj01
303.0,DJ Augustin,34,LAL,PG,21.0,0.0,373.0,9.7,0.635,0.791,0.058,1.2,6.6,3.9,11.8,0.9,0.2,11.1,11.4,0.5,0.1,0.6,0.078,-1.0,-1.6,-2.6,-0.1,,augusdj01
304.0,Serge Ibaka,32,2TM,C,54.0,12.0,877.0,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12.0,17.8,0.8,1.1,2.0,0.108,-1.3,-0.2,-1.5,0.1,,ibakase01
304.0,Serge Ibaka,32,LAC,C,35.0,10.0,538.0,14.9,0.567,0.323,0.151,8.1,21.0,14.8,10.2,0.6,4.1,13.9,19.4,0.3,0.8,1.1,0.096,-1.3,0.3,-1.0,0.1,,ibakase01
304.0,Serge Ibaka,32,MIL,C,19.0,2.0,339.0,13.7,0.601,0.356,0.144,7.0,23.9,15.7,5.4,0.6,2.0,8.3,15.2,0.5,0.4,0.9,0.128,-1.4,-1.0,-2.4,0.0,,ibakase01
305.0,Trendon Watford,21,POR,SF,48.0,10.0,869.0,15.8,0.59,0.142,0.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,0.104,-1.4,-0.4,-1.7,0.1,,watfotr01
306.0,Trey Murphy III,21,NOP,SF,62.0,1.0,864.0,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,,murphtr02
307.0,Maurice Harkless,28,SAC,SF,47.0,24.0,863.0,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,0.026,-3.7,0.4,-3.3,-0.3,,harklma01
308.0,Thaddeus Young,33,2TM,PF,52.0,1.0,845.0,17.0,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,0.9,1.3,2.2,0.126,0.1,2.1,2.2,0.9,,youngth01
308.0,Thaddeus Young,33,SAS,PF,26.0,1.0,370.0,18.6,0.574,0.039,0.172,11.3,15.1,13.2,22.9,3.0,1.6,17.9,19.1,0.5,0.5,1.0,0.124,0.5,1.8,2.4,0.4,,youngth01
308.0,Thaddeus Young,33,TOR,PF,26.0,0.0,475.0,15.8,0.526,0.299,0.188,8.7,18.1,13.1,13.6,3.3,2.3,12.4,16.0,0.5,0.8,1.3,0.127,-0.2,2.2,2.0,0.5,,youngth01
309.0,Armoni Brooks,23,2TM,SG,54.0,11.0,844.0,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4,,brookar01
309.0,Armoni Brooks,23,HOU,SG,41.0,8.0,690.0,8.4,0.49,0.849,0.076,1.9,11.1,6.4,10.3,1.4,1.0,8.1,17.4,-0.2,0.2,0.0,0.002,-2.6,-1.8,-4.4,-0.4,,brookar01
309.0,Armoni Brooks,23,TOR,PG,13.0,3.0,154.0,8.6,0.437,0.947,0.053,5.3,10.4,7.7,11.0,2.3,1.9,9.3,11.9,0.0,0.2,0.2,0.067,-2.8,1.2,-1.6,0.0,,brookar01
310.0,Willy Hernangomez,27,NOP,C,50.0,8.0,839.0,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,0.18,1.8,-1.5,0.2,0.5,,hernawi01
311.0,Jose Alvarado,23,NOP,PG,54.0,1.0,834.0,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,1.0,1.1,2.1,0.121,-0.5,2.4,1.9,0.8,,alvarjo01
312.0,Josh Jackson,24,2TM,SF,51.0,3.0,830.0,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10.0,1.5,2.4,12.3,19.7,-0.7,0.7,0.0,0.001,-4.1,-0.4,-4.5,-0.5,,jacksjo02
312.0,Josh Jackson,24,DET,SF,39.0,3.0,707.0,9.9,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.4,2.3,12.1,19.0,-0.4,0.6,0.2,0.013,-3.5,-0.2,-3.7,-0.3,,jacksjo02
312.0,Josh Jackson,24,SAC,SF,12.0,0.0,123.0,7.1,0.446,0.347,0.429,3.5,12.5,8.0,5.8,2.0,2.8,13.4,23.5,-0.3,0.1,-0.2,-0.067,-7.2,-2.0,-9.2,-0.2,,jacksjo02
313.0,Tony Snell,30,2TM,SG,53.0,12.0,823.0,6.3,0.541,0.749,0.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,0.2,0.2,0.4,0.023,-3.4,-0.8,-4.2,-0.5,,snellto01
313.0,Tony Snell,30,POR,SG,38.0,10.0,546.0,5.2,0.503,0.773,0.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,0.0,0.1,0.1,0.005,-4.1,-1.0,-5.0,-0.4,,snellto01
313.0,Tony Snell,30,NOP,SG,15.0,2.0,277.0,8.6,0.591,0.716,0.014,2.0,10.6,6.2,4.0,1.4,0.7,9.7,12.8,0.2,0.2,0.3,0.058,-2.0,-0.6,-2.6,0.0,,snellto01
314.0,Lance Stephenson,31,2TM,SG,46.0,1.0,814.0,13.6,0.536,0.279,0.248,1.6,16.0,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,0.048,-1.6,-1.6,-3.2,-0.2,,stephla01
314.0,Lance Stephenson,31,ATL,SG,6.0,0.0,70.0,4.5,0.396,0.231,0.154,1.6,21.8,11.7,19.9,0.0,0.0,22.4,11.2,-0.1,0.0,0.0,-0.023,-6.8,-0.8,-7.7,-0.1,,stephla01
314.0,Lance Stephenson,31,IND,PG,40.0,1.0,744.0,14.5,0.542,0.281,0.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,0.5,0.3,0.8,0.055,-1.1,-1.7,-2.8,-0.1,,stephla01
315.0,Wayne Ellington,34,LAL,SG,43.0,9.0,810.0,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,0.6,0.4,1.0,0.062,-0.7,-0.6,-1.4,0.1,,ellinwa01
316.0,Davis Bertans,29,2TM,PF,56.0,0.0,807.0,9.4,0.531,0.836,0.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,0.2,0.7,0.9,0.053,-1.7,-0.9,-2.6,-0.1,,bertada01
316.0,Davis Bertans,29,WAS,PF,34.0,0.0,501.0,8.3,0.527,0.842,0.175,1.3,12.0,6.7,4.4,1.1,1.0,7.1,17.6,0.0,0.3,0.3,0.025,-2.5,-1.3,-3.8,-0.2,,bertada01
316.0,Davis Bertans,29,DAL,PF,22.0,0.0,306.0,11.2,0.54,0.827,0.096,2.2,18.2,10.2,7.1,1.0,1.8,4.4,16.7,0.2,0.4,0.6,0.098,-0.4,-0.3,-0.6,0.1,,bertada01
317.0,Ty Jerome,24,OKC,SG,48.0,4.0,801.0,11.3,0.488,0.567,0.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,0.0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,,jeromty01
318.0,Lou Williams,35,ATL,PG,56.0,0.0,799.0,12.1,0.5,0.319,0.244,2.2,9.7,6.0,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,0.034,-2.0,-1.4,-3.4,-0.3,,willilo02
319.0,Quentin Grimes,21,NYK,SG,46.0,6.0,786.0,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3,,grimequ01
320.0,Justise Winslow,25,2TM,PF,48.0,11.0,774.0,13.1,0.479,0.257,0.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,0.048,-2.7,1.0,-1.7,0.1,,winslju01
320.0,Justise Winslow,25,LAC,PF,37.0,1.0,479.0,12.4,0.49,0.206,0.291,6.8,22.1,14.7,15.5,2.1,3.2,18.9,18.0,-0.3,0.9,0.6,0.056,-3.5,2.0,-1.5,0.1,,winslju01
320.0,Justise Winslow,25,POR,PF,11.0,10.0,295.0,14.1,0.465,0.319,0.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,0.0,0.2,0.2,0.037,-1.3,-0.7,-2.0,0.0,,winslju01
321.0,Romeo Langford,22,2TM,SG,48.0,5.0,771.0,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1.0,1.3,0.082,-2.3,1.0,-1.4,0.1,,langfro01
321.0,Romeo Langford,22,BOS,SG,44.0,5.0,728.0,9.3,0.52,0.451,0.185,4.6,10.7,7.7,3.6,1.4,2.0,7.4,13.0,0.2,1.0,1.3,0.084,-2.3,1.1,-1.2,0.2,,langfro01
321.0,Romeo Langford,22,SAS,SG,4.0,0.0,43.0,8.1,0.523,0.286,1.143,0.0,9.8,4.9,5.8,1.1,0.0,0.0,10.3,0.0,0.0,0.0,0.053,-3.8,-0.4,-4.2,0.0,,langfro01
322.0,Trent Forrest,23,UTA,PG,60.0,6.0,765.0,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,0.084,-2.3,1.2,-1.0,0.2,,forretr01
323.0,Kelly Olynyk,30,DET,C,40.0,1.0,764.0,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,0.8,0.8,1.6,0.104,0.5,1.0,1.6,0.7,,olynyke01
324.0,Brandon Boston Jr,20,LAC,SG,51.0,0.0,760.0,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,,bostobr01
325.0,Rodney McGruder,30,DET,SG,51.0,2.0,754.0,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1,,mcgruro01
326.0,Eric Paschall,25,UTA,PF,58.0,3.0,736.0,13.9,0.612,0.46,0.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,1.4,0.5,2.0,0.128,0.5,-1.0,-0.5,0.3,,pascher01
327.0,Naji Marshall,24,NOP,SF,55.0,4.0,735.0,12.3,0.505,0.39,0.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,,marshna01
328.0,Goga Bitadze,22,IND,C,50.0,16.0,729.0,18.0,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,1.3,0.6,1.9,0.122,-0.2,-0.6,-0.8,0.2,,bitadgo01
329.0,Danuel House Jr,28,3TM,SF,42.0,7.0,727.0,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,0.4,0.7,1.0,0.068,-1.3,0.2,-1.1,0.2,,houseda01
329.0,Danuel House Jr,28,HOU,SF,16.0,1.0,233.0,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1.0,1.9,17.9,18.3,-0.3,0.1,-0.2,-0.049,-4.8,-0.7,-5.6,-0.2,,houseda01
329.0,Danuel House Jr,28,NYK,SF,1.0,0.0,3.0,-13.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,-0.342,-12.6,-7.8,-20.4,0.0,,houseda01
329.0,Danuel House Jr,28,UTA,SF,25.0,6.0,491.0,12.5,0.61,0.667,0.317,3.2,11.7,7.6,7.0,1.6,2.2,9.7,13.8,0.7,0.6,1.3,0.125,0.5,0.7,1.2,0.4,,houseda01
330.0,DeMarcus Cousins,31,2TM,C,48.0,7.0,718.0,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,0.3,1.3,1.6,0.104,-1.8,0.2,-1.6,0.1,,couside01
330.0,DeMarcus Cousins,31,MIL,C,17.0,5.0,287.0,19.0,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,0.5,0.5,1.0,0.162,-0.3,0.9,0.6,0.2,,couside01
330.0,DeMarcus Cousins,31,DEN,C,31.0,2.0,431.0,17.6,0.565,0.359,0.422,13.4,30.6,22.3,19.1,2.2,2.7,22.0,31.9,-0.2,0.8,0.6,0.065,-2.8,-0.2,-3.1,-0.1,,couside01
331.0,Svi Mykhailiuk,24,TOR,SF,56.0,5.0,716.0,9.6,0.509,0.573,0.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,,mykhasv01
332.0,Terry Taylor,22,IND,PF,33.0,7.0,714.0,19.0,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,2.2,0.2,2.4,0.16,2.1,-2.8,-0.6,0.2,,taylote01
333.0,Rodney Hood,29,2TM,SF,52.0,0.0,709.0,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1.0,0.8,6.2,10.7,0.2,0.5,0.7,0.048,-3.0,-0.3,-3.3,-0.2,,hoodro01
333.0,Rodney Hood,29,MIL,PF,39.0,0.0,581.0,6.7,0.47,0.611,0.107,2.4,9.7,6.1,6.5,1.0,0.7,4.9,10.6,0.1,0.4,0.5,0.042,-3.2,-0.2,-3.5,-0.2,,hoodro01
